Hour,Nodal_Price_$/MWh,Generation_MWh,Curtailment_MWh
1,30.705566423977213,0.0,0.0
2,26.231248853933486,3.8110214664575888,0.0
3,17.534182126987478,4.878452815103325,0.5854143378123989
4,34.101348932866046,1.5710475870784808,0.0
5,42.565342113623515,0.0,0.0
6,69.84745102610374,3.970523332917614,0.0
7,58.599786445101984,4.385941288748944,0.0
8,72.15944225709518,12.3568837114546,0.0
9,87.51110228032827,24.19158818043659,0.0
10,52.300186026333044,51.2829306678136,0.0
11,38.67139398833562,58.56799126509705,0.0
12,20.63880704205679,73.73814056923382,0.0
13,17.3852514291206,65.59854364246664,7.8718252370959965
14,28.57984070180335,91.70233003735983,0.0
15,39.78026882752986,83.21671467222842,0.0
16,46.04473650341721,86.10821442390949,0.0
17,57.62096845386067,78.8436496884575,0.0
18,77.49694864622073,44.49702101122166,0.0
19,118.85650969598116,30.859471401253888,0.0
20,102.85655777150524,29.630330045484612,0.0
21,91.06986853035983,0.0,0.0
22,42.0404499486421,5.65277919335456,0.0
23,46.77889777596454,9.10988954379322,0.0
24,33.34318799892383,0.0,0.0
25,36.837129144315504,9.182208672387537,0.0
26,42.02784796771222,0.0,0.0
27,30.273391715118276,0.0,0.0
28,10.92134284843469,1.6348507241343986,0.19618208689612782
29,20.773032497834762,0.0,0.0
30,41.08411491608639,0.0,0.0
31,53.33034427254805,0.0,0.0
32,55.299002720576055,23.45154145198262,0.0
33,40.52667944141652,36.53739857446755,0.0
34,41.00724931076578,63.942746370417304,0.0
35,37.10153889429171,69.11169613287062,0.0
36,25.58403234497432,78.44153778569842,0.0
37,38.67356671281446,85.99738551268823,0.0
38,16.258208021408173,80.458346504455,9.655001580534599
39,39.84132686115147,80.93761356060939,0.0
40,51.22480848625121,83.3764242877868,0.0
41,56.06663162570652,77.50621199431184,0.0
42,66.08504997520356,57.60587733405018,0.0
43,88.93829424503978,30.660954831790647,0.0
44,104.44638242970818,16.180569386373985,0.0
45,82.73721456343262,0.0,0.0
46,43.4803362412965,8.858729652667902,0.0
47,51.28500352701721,9.810229031802596,0.0
48,30.373133288861716,3.802875031488372,0.0
49,52.26721342647154,0.0,0.0
50,38.698648220921385,0.0,0.0
51,30.150853821057932,0.0,0.0
52,39.059898550451486,0.811308911831788,0.0
53,5.982129641345487,2.464463301209433,1.1090084855442448
54,32.16861297307355,0.0,0.0
55,69.61354927181908,0.0,0.0
56,61.28700452569724,22.8449713816731,0.0
57,38.75188463478338,29.020619370949852,0.0
58,57.477777285326646,58.22417714815793,0.0
59,40.790784699472994,50.85373021639542,0.0
60,27.921084896465903,73.56668063388375,0.0
61,25.545185327442358,80.53737224534298,0.0
62,41.01153390191228,95.05341052079714,0.0
63,57.44428017406363,79.40204522860044,0.0
64,30.80781064285552,57.279762053346445,0.0
65,51.67195212333181,64.31858802640738,0.0
66,79.9797369482658,57.172717514120585,0.0
67,89.3466871938639,37.3427777217602,0.0
68,81.06098184638437,23.77219119149664,0.0
69,87.2024220077597,0.0,0.0
70,63.721667452726365,0.0,0.0
71,34.21473831425368,0.0,0.0
72,31.297576297277324,0.0,0.0
73,33.99829348630986,0.0,0.0
74,27.72893901283107,3.3823143011246133,0.0
75,16.719892393737897,0.0,0.0
76,21.276197995748277,4.927999490916504,0.0
77,39.06743502619396,0.0,0.0
78,34.83915467642833,0.0,0.0
79,64.0358504409034,0.0,0.0
80,70.02374006236947,13.414782930099353,0.0
81,40.10292260872403,41.772608895474505,0.0
82,21.23058135379449,58.04280092324042,0.0
83,21.40508040196019,51.95740295632505,0.0
84,23.916069124507217,67.82370271372302,0.0
85,7.091181079168372,84.83134613732896,38.17410576179803
86,19.610469345099286,86.41102332330122,10.369322798796146
87,31.113837605182407,86.61736682954086,0.0
88,36.98170453084138,65.3108754466864,0.0
89,56.16230937672718,74.21634934856556,0.0
90,88.56736363351261,54.27415362960273,0.0
91,103.3657225208653,34.088209507422846,0.0
92,87.64760937117659,14.439637781327175,0.0
93,67.17877892467398,2.697100679307681,0.0
94,73.57510794313158,0.0,0.0
95,36.02514654631725,0.0,0.0
96,37.09134140459016,0.0,0.0
97,37.09949777403129,0.0,0.0
98,22.179522504713177,2.999984142870588,0.0
99,41.91884570852752,0.0,0.0
100,21.71212344913287,0.0,0.0
101,47.777626560883306,12.12502387936894,0.0
102,46.70181686914394,0.0,0.0
103,71.43322923005681,17.086576407921438,0.0
104,43.10029646614911,8.103398591057552,0.0
105,73.56273455821587,52.59666186828351,0.0
106,60.486287013552,52.16675296984217,0.0
107,30.79685560838098,52.24701132672599,0.0
108,36.87402910636739,90.32226112642483,0.0
109,3.459686038161557,84.45410446651152,38.004347009930186
110,9.510352469480129,74.08362876320274,33.337632943441236
111,38.44110360634672,91.810179069448,0.0
112,37.97173560687558,84.40711464358385,0.0
113,55.70220127337878,67.46038361583413,0.0
114,77.18367434580193,42.401875965185496,0.0
115,131.24648393676,40.3054521308277,0.0
116,97.30034674210164,24.322271376833157,0.0
117,101.6043513881442,0.0,0.0
118,70.06865480951173,0.0,0.0
119,40.51588788209198,4.396498207314204,0.0
120,13.627692306093024,0.0,0.0
121,43.32504481233329,0.0,0.0
122,38.8098588833778,0.0,0.0
123,26.16784090430183,8.259718835015564,0.0
124,-6.879634158855644,2.2299501922077107,1.895457663376554
125,44.2783069860315,3.585215208796341,0.0
126,40.83443563077527,0.0,0.0
127,51.6653215147589,0.0,0.0
128,65.29792592734985,20.403009334948173,0.0
129,57.97833001711767,35.77759786614665,0.0
130,34.113831807002185,50.166203819905,0.0
131,49.041231096252965,55.673040688661246,0.0
132,7.3539282902971905,58.69071546726174,26.410821960267782
133,20.29181873719698,68.98330786571982,0.0
134,34.92142547961781,73.95882679864674,0.0
135,47.88421053311073,79.20861845553796,0.0
136,42.755287152501026,70.9471356284217,0.0
137,46.924248870751406,77.24571190464667,0.0
138,82.45792515042675,44.701009422878464,0.0
139,84.15865335039607,43.21449236715868,0.0
140,97.36273075021289,18.33193820291737,0.0
141,91.13119500206008,0.0,0.0
142,54.25191485741509,0.0,0.0
143,53.1737365843742,10.028886878916692,0.0
144,30.475233275069616,7.878906101367039,0.0
145,28.115911852193214,14.38066213817651,0.0
146,23.345005867031656,0.0,0.0
147,20.815660927964707,0.0,0.0
148,23.57550185746225,0.0,0.0
149,55.651066918333555,1.847125689221785,0.0
150,45.48065013173082,0.601115908194203,0.0
151,44.83458991344774,1.7095056768214294,0.0
152,75.03809954265665,24.64216363826304,0.0
153,51.545235918711924,32.609917383726824,0.0
154,42.394816121148494,56.779448681909415,0.0
155,27.78379876733634,77.9651673094695,0.0
156,24.82621263107543,81.15906307405783,0.0
157,44.84305963838048,91.10838857353089,0.0
158,19.53029396548076,89.03840409854469,10.684608491825362
159,42.192440631109136,75.086215952284,0.0
160,41.673875051805574,72.27091148347749,0.0
161,49.143773191671734,58.46249157066918,0.0
162,89.75376457980839,70.8976488309046,0.0
163,89.91666161979549,30.674333677593395,0.0
164,112.05974136120234,15.514448910853893,0.0
165,80.64109273014448,0.0,0.0
166,64.46931315833422,0.0,0.0
167,63.2931749024446,0.0,0.0
168,42.411291826783,8.771764948099705,0.0
